City ID,City,Country,Lat,Lng,Temperature,Humidity,Clouds,Wind Speed
2647311,Haverfordwest,GB,51.8017,-4.9691,44.04,95,100,5.99
7306511,Enewetak,MH,11.3474,162.3373,81.88,73,100,21.45
2122104,Petropavlovsk-Kamchatskiy,RU,53.0452,158.6483,18.45,76,75,8.01
2108857,Gizo Government Station,SB,-8.103,156.8419,79.99,86,100,25.3
5126209,Mastic Beach,US,40.7668,-72.8521,48.29,71,81,1.99
6693122,Mesolongi,GR,38.3702,21.4295,53.73,81,3,10.0
5861897,Fairbanks,US,64.8378,-147.7164,-8.21,80,40,0.0
1277476,Bamboo Flat,IN,11.7,92.7167,78.89,94,100,2.3
2192362,Christchurch,NZ,-43.5333,172.6333,57.13,69,100,16.11
1735106,George Town,MY,5.4112,100.3354,78.76,89,20,4.61
8224783,Stanley,GB,54.868,-1.6985,40.23,95,75,12.66
2210394,Tagiura,LY,32.8817,13.3506,61.72,55,51,5.91
75427,Hadibu,YE,12.65,54.0333,77.27,67,7,16.2
2639996,Island Harbour,GB,50.724,-1.2758,44.4,94,100,10.0
5692814,Watford City,US,47.8022,-103.2832,33.49,93,100,18.41
2274895,Monrovia,LR,6.3005,-10.7969,78.57,81,58,6.55
5134295,Rome,US,43.2128,-75.4557,35.92,94,100,7.0
2173911,Broken Hill,AU,-31.95,141.4333,83.17,22,0,15.28
2063036,Port Lincoln,AU,-34.7333,135.8667,65.03,77,100,5.44
3841309,Pico Truncado,AR,-46.7949,-67.9573,76.1,19,1,14.56
1623651,Tobelo,ID,1.7284,128.0095,79.21,81,13,2.91
3408368,Acaraú,BR,-2.8856,-40.12,81.21,79,81,16.42
3977811,Minas de Barroterán,MX,27.6333,-101.2833,73.58,25,0,4.99
3115941,Mugia,ES,43.1041,-9.2179,46.83,60,8,8.84
4036284,Alofi,NU,-19.0595,-169.9187,84.09,70,75,8.05
2077895,Alice Springs,AU,-23.7,133.8833,67.55,73,0,0.0
3662342,São Gabriel da Cachoeira,BR,-0.1303,-67.0892,89.4,62,20,3.44
3632929,Mariara,VE,10.2964,-67.7181,87.19,74,86,5.88
1623197,Tual,ID,-5.6667,132.75,81.97,77,100,4.18
1737185,Kapit,MY,2.0167,112.9333,73.2,100,100,1.48
964712,Plettenberg Bay,ZA,-34.0527,23.3716,60.24,83,33,5.95
7306518,Utrik,MH,11.2278,169.8474,80.96,77,79,18.16
7306520,Rongelap,MH,11.1635,166.8941,81.91,72,90,19.35
2453514,Ménaka,ML,15.9182,2.4022,80.19,14,76,9.06
575728,Bogatyye Saby,RU,56.0102,50.4483,17.96,92,100,13.53
1259184,Puri,IN,19.8,85.85,75.72,68,100,4.43
5708894,Spring Creek,US,40.7266,-115.5859,48.33,65,57,2.13
1495586,Parabel',RU,58.6978,81.4825,-17.09,98,100,5.01
2090990,Mendi,PG,-6.1761,143.6513,56.75,95,89,2.53
4041552,Saipan,MP,15.1355,145.701,81.3,83,40,14.97
3899361,Arica,CL,-18.475,-70.3042,71.83,64,0,11.5
3451138,Rio Grande,BR,-32.035,-52.0986,66.94,64,30,16.33
2128975,Nemuro,JP,43.3236,145.575,39.92,77,1,14.09
3084074,Gmina Świecie,PL,53.4095,18.4474,18.57,80,40,5.14
877178,Katima Mulilo,NA,-17.5,24.2667,79.79,27,30,6.78
1307741,Myitkyina,MM,25.3833,97.4,62.35,84,98,1.88
5376870,Newman,US,37.3138,-121.0208,61.72,50,67,5.26
2317397,Bandundu Province,CD,-3.3167,17.3667,72.59,96,100,3.69
3457147,Mineiros,BR,-17.5694,-52.5511,78.71,63,90,6.55
3874943,Quellón,CL,-43.1167,-73.6167,56.5,74,4,13.18
659681,Haapajärvi,FI,63.75,25.3333,8.46,99,98,2.08
1850405,Tennō,JP,39.9,139.9667,48.09,79,77,14.14
2088122,Port Moresby,PG,-9.4431,147.1797,81.82,83,20,3.44
4692856,Galveston,US,29.3669,-94.9669,70.34,41,0,8.05
2029656,Undurkhaan,MN,47.3194,110.6556,26.28,76,100,13.51
88562,At Tāj,LY,24.2049,23.2857,61.12,24,0,11.59
6941080,Fort Bragg,US,35.139,-79.006,66.27,35,0,8.05
3874787,Punta Arenas,CL,-53.15,-70.9167,59.11,58,0,25.32
5954718,Flin Flon,CA,54.7682,-101.865,15.64,92,100,5.75
1732945,Cukai,MY,4.25,103.4167,75.99,94,100,3.33
5767918,Pierre,US,44.3683,-100.351,50.9,37,0,31.0
3671437,Caucayá,CO,-0.1934,-74.7819,82.8,73,100,0.51
3372988,Horta,PT,38.5333,-28.6333,63.01,73,75,14.0
3441273,Paso de los Toros,UY,-32.8167,-56.5167,71.13,51,2,15.23
3652764,Puerto Ayora,EC,-0.7393,-90.3518,78.55,86,78,8.01
3489854,Kingston,JM,17.997,-76.7936,86.04,75,20,17.27
2120048,Ust-Nera,RU,64.5667,143.2,-51.32,99,79,4.45
5229794,Mitchell,US,43.7094,-98.0298,46.38,46,0,18.41
8030383,Mermoz Boabab,SN,14.7065,-17.4758,76.78,88,0,9.22
4817825,Pea Ridge,US,38.414,-82.3199,51.17,64,100,1.01
292688,Ar Ruways,AE,24.1103,52.7306,74.5,68,58,8.86
2980080,Saint-François,FR,46.4154,3.9054,47.61,77,100,6.91
3347019,Mossamedes,AO,-15.1961,12.1522,74.57,87,100,5.44
217570,Buta,CD,2.7858,24.73,68.94,94,100,1.05
2262744,Tavira,PT,37.1273,-7.6486,54.27,82,100,1.99
2374583,Bubaque,GW,11.2833,-15.8333,82.99,69,5,12.84
3470137,Belmonte,BR,-15.8631,-38.8828,79.72,81,3,13.22
3391360,Santana,BR,-0.0583,-51.1817,80.78,89,75,2.3
1572151,Nha Trang,VN,12.25,109.1833,77.0,92,100,6.53
6180550,Whitehorse,CA,60.7161,-135.0538,17.83,85,100,10.36
1055433,Tôlanaro,MG,-25.0319,46.9987,75.27,73,75,16.11
5746545,Portland,US,45.5234,-122.6762,61.83,82,100,11.99
235826,Zemio,CF,5.0314,25.1361,69.12,94,90,3.42
680963,Constanța,RO,44.1833,28.65,30.88,59,7,2.37
2122574,Ola,RU,59.5833,151.2833,-15.36,91,84,7.47
3985710,Cabo San Lucas,MX,22.8909,-109.9124,82.51,56,0,9.22
2022773,Khandyga,RU,62.6667,135.6,-59.01,100,68,0.85
964408,Port Saint John's,ZA,-31.6229,29.5448,68.02,89,100,10.49
5879898,Badger,US,64.8,-147.5333,-9.13,81,40,0.0
5557293,Sitka,US,57.0531,-135.33,48.09,61,100,23.02
3602736,Coxen Hole,HN,16.3244,-86.5366,83.48,74,20,11.5
2134814,Sola,VU,-13.8833,167.55,80.87,82,95,15.03
2409914,Bonthe,SL,7.5264,-12.505,80.29,82,55,3.91
2156927,Moree,AU,-29.4667,149.85,73.78,65,0,12.44
3505947,Enriquillo,DO,17.9,-71.2333,85.68,66,11,10.6
3415496,Keflavik,IS,64.0049,-22.5624,37.83,87,75,21.85
5729080,Grants Pass,US,42.439,-123.3284,58.21,86,100,11.5
3395458,Maragogi,BR,-9.0122,-35.2225,79.81,81,91,11.3
4469160,Greenville,US,35.6127,-77.3663,62.33,45,0,4.61
4035715,Avarua,CK,-21.2078,-159.775,78.85,83,75,10.36
103035,Rābigh,SA,22.7986,39.0349,81.21,65,0,5.53
7280414,Cole Harbour,CA,44.6724,-63.4751,32.74,94,40,9.22
2473558,El Maamoura,TN,36.465,10.8061,62.85,60,96,17.72
2018925,Novokruchininskiy,RU,51.7833,113.7667,13.73,95,95,6.6
2188874,Kerikeri,NZ,-35.2268,173.9474,65.91,92,100,2.21
895953,Zambezi,ZM,-13.5432,23.1047,66.11,90,79,6.67
2217351,Ghat,LY,24.9647,10.1728,59.81,28,0,2.01
3587498,Acajutla,SV,13.5928,-89.8275,86.61,63,30,5.08
2112802,Hasaki,JP,35.7333,140.8333,36.0,49,100,5.35
5921147,Chibougamau,CA,49.9168,-74.3659,10.02,79,0,5.75
4513583,Hamilton,US,39.1834,-84.5333,43.52,77,40,10.36
548333,Kirs,RU,59.3388,52.2447,10.31,95,100,5.57
2297810,Mumford,GH,5.2618,-0.759,80.89,84,1,8.25
3418076,Borgarnes,IS,64.5383,-21.9206,37.45,75,100,7.81
3521342,Playa del Carmen,MX,20.6274,-87.0799,83.98,84,75,9.22
156080,Lalago,TZ,-3.45,33.95,67.39,89,91,2.84
3133349,Ulsteinvik,NO,62.3432,5.8487,29.37,82,95,5.01
1220962,Murghab,TJ,38.1702,73.9667,8.87,68,1,2.28
5850027,Lā‘ie,US,21.6477,-157.9253,80.29,76,22,5.01
5881165,Ta`ū,AS,-14.2336,-169.5144,80.83,80,33,20.02
2120864,Susuman,RU,62.7833,148.1667,-45.02,100,98,1.99
5970458,Happy Valley-Goose Bay,CA,53.3168,-60.3315,10.71,79,75,4.61
1863997,Fukuechō,JP,32.6881,128.8419,54.75,72,100,6.8
2019951,Mirny,RU,62.5353,113.9611,-39.77,65,100,7.0
2474506,Zeribet el Oued,DZ,34.6828,6.5111,57.43,50,100,3.06
3653967,Muisne,EC,0.6,-80.0333,79.65,80,74,10.0
4026082,Lázaro Cárdenas,MX,17.9583,-102.2,83.73,64,100,9.19
6357479,Motilla del Palancar,ES,39.5709,-1.9068,43.43,93,37,5.01
1861416,Ishigaki,JP,24.3448,124.1572,69.93,94,75,9.22
153412,Mlandizi,TZ,-6.7,38.7333,75.15,93,49,2.82
215771,Isiro,CD,2.7739,27.616,65.89,99,75,2.42
2325060,Pankshin,NG,9.3333,9.45,70.27,19,86,4.16
3946083,Callao,PE,-12.0667,-77.15,71.89,68,40,11.5
3439189,Capitán Bado,PY,-23.2667,-55.5333,73.0,95,100,4.79
1037370,Mocímboa,MZ,-11.3167,40.35,77.23,87,100,1.95
88533,Awjilah,LY,29.1081,21.2869,61.84,75,0,13.27
251525,Xylokastro,GR,38.0776,22.6317,57.99,66,94,1.01
5291033,Cottonwood,US,34.7392,-112.0099,66.83,29,93,1.99
322051,Banaz,TR,38.7371,29.7519,47.21,81,8,5.32
141681,Cambarão,IR,27.1865,56.2808,66.18,13,0,6.91
3373329,Arrifes,PT,37.7667,-25.7,57.45,72,75,6.91
739598,Sinop Province,TR,41.7711,34.8709,45.09,97,100,5.57
656657,Inari,FI,68.906,27.0288,16.0,98,100,1.59
3996271,Ciudad Melchor Múzquiz,MX,27.8833,-101.5167,73.36,23,0,5.41
2476403,Timimoun,DZ,29.2639,0.231,55.78,44,0,6.91
3935288,Minas de Marcona,PE,-15.2119,-75.1103,65.52,64,100,14.72
418863,Isfahan,IR,32.6572,51.6776,26.24,24,0,1.86
2461874,Smara,EH,26.7384,-11.6719,69.37,31,64,4.21
1818211,Yung Shue Wan,HK,22.2333,114.1167,68.32,78,90,1.01
3401331,Curaçá,BR,-8.9903,-39.9094,91.83,34,99,7.67
5961564,Glace Bay,CA,46.1969,-59.957,33.67,96,100,12.66
6318165,Rio Preto da Eva,BR,-2.6994,-59.6997,78.94,78,100,2.53
6357354,Valdoviño,ES,43.6094,-8.1115,48.0,67,43,8.48
1145352,Charikar,AF,35.0136,69.1714,43.32,21,0,3.58
1529651,Altay,CN,47.8667,88.1167,10.85,81,69,6.51
7670994,Kayangel,PW,8.0823,134.7173,83.71,78,63,17.02
2119447,Yuzhno-Kurilsk,RU,44.0306,145.8556,39.38,68,8,12.26
4304232,Pikeville,US,37.4793,-82.5188,46.89,78,100,0.0
2129376,Kushiro,JP,42.975,144.3747,36.91,75,2,7.74
2435124,Bitkine,TD,11.9801,18.2138,80.29,19,100,6.04
1486913,Vorgashor,RU,67.5833,63.95,-17.25,93,5,6.24
1264527,Neelankarai,IN,12.9455,80.2575,77.05,88,100,9.22
3423146,Ilulissat,GL,69.2167,-51.1,14.02,73,20,2.3
1519936,Qaraūyl,KZ,48.9451,79.255,24.89,67,97,9.78
3445597,Valença,BR,-13.3703,-39.0731,79.16,82,79,6.89
512152,Pavlovka,RU,52.6897,47.1405,15.28,92,98,11.41
6126749,Rocky Mountain House,CA,52.3668,-114.9188,41.11,38,100,3.44
3861329,Choele Choel,AR,-39.2667,-65.6833,80.89,12,0,13.94
964432,Port Alfred,ZA,-33.5906,26.891,62.19,87,31,1.01
1529484,Kumul,CN,42.8,93.45,30.67,44,35,3.36
3893894,Concepción,CL,-36.827,-73.0498,67.8,56,0,13.8
2392087,Porto-Novo,BJ,6.4965,2.6036,84.02,81,0,7.25
3693584,Pimentel,PE,-6.8367,-79.9342,79.09,57,0,19.57
1852357,Shimoda,JP,34.6667,138.95,44.1,61,100,2.59
3394023,Natal,BR,-5.795,-35.2094,82.62,78,20,14.97
1559804,Melekeok Village,PW,7.4957,134.6367,82.71,79,97,12.71
6317464,Lauro de Freitas,BR,-12.8944,-38.3272,82.42,78,75,18.41
204283,Watsa,CD,3.0372,29.5355,63.81,99,100,2.21
5517061,Big Spring,US,32.2504,-101.4787,64.24,24,0,10.36
2028462,Ulaanbaatar,MN,47.9077,106.8832,21.33,86,75,22.37
2514301,Mahon,ES,39.8885,4.2658,57.76,72,20,9.22
3835710,Sarmiento,AR,-45.5882,-69.07,71.94,25,0,8.86
5692947,Williston,US,48.147,-103.618,32.2,85,100,7.0
581080,Arkadak,RU,51.9326,43.4978,19.22,89,100,10.18
3375941,Skeldon,GY,5.8833,-57.1333,81.75,72,24,8.25
2618795,Klaksvík,FO,62.2266,-6.589,36.52,64,100,17.43
6357292,Cedeira,ES,43.6797,-8.0209,47.98,78,37,9.82
607610,Zhangaözen,KZ,43.3,52.8,48.85,84,92,7.38
5703673,Elko,US,41.0002,-115.5012,48.69,67,75,7.0
5495292,Truth or Consequences,US,33.1284,-107.2528,62.83,25,0,6.91
3386496,Teresina,BR,-5.0892,-42.8019,94.71,41,20,3.44
3850005,Lamarque,AR,-39.423,-65.7021,81.0,12,0,13.76
325304,Afşin,TR,38.2477,36.914,43.95,80,100,1.32
2313371,Lukolela,CD,-1.0605,17.1821,70.32,98,97,2.15
3622716,Nicoya,CR,10.1483,-85.452,86.54,65,81,9.31
3664539,Coari,BR,-4.085,-63.1414,85.08,64,92,5.26
2412778,Baiti,SN,13.745,-14.7482,86.25,17,7,5.97
3899695,Ancud,CL,-41.8697,-73.8203,58.91,70,20,4.32
212730,Kisangani,CD,0.5167,25.2,68.52,97,80,1.39
4920986,Griffith,US,41.5284,-87.4237,40.06,69,100,8.05
1505991,Igarka,RU,67.4667,86.5833,-41.8,99,51,3.56
2026160,Borogontsy,RU,62.6683,131.1683,-57.08,100,66,3.22
6620339,Karratha,AU,-20.7377,116.8463,76.59,82,3,8.32
2017646,Priargunsk,RU,50.3691,119.1012,6.94,95,100,4.72
1521368,Baikonur,KZ,45.6167,63.3167,46.11,58,100,10.56
3374083,Bathsheba,BB,13.2167,-59.5167,81.21,83,20,20.71
1514330,Bo`ka,UZ,40.8108,69.1986,51.13,40,69,2.19
2206895,Greymouth,NZ,-42.4667,171.2,59.0,71,97,2.42
1816406,Bianzhuang,CN,34.8486,118.0447,40.68,53,0,1.88
6534196,Tazacorte,ES,28.629,-17.9293,66.15,96,0,4.61
1795632,Shenjiamen,CN,29.9576,122.298,51.82,78,23,13.15
2140691,Koné,NC,-21.0595,164.8658,81.39,65,100,4.12
2110418,Yaren,NR,-0.5472,166.916,82.49,78,92,15.64
286245,Sur,OM,22.5667,59.5289,76.15,61,4,9.22
3661944,Tefé,BR,-3.3542,-64.7114,87.91,70,20,5.75
2096742,Goroka,PG,-6.0834,145.3873,62.82,93,94,0.22
479411,Ukhta,RU,63.5671,53.6835,9.55,98,100,1.99
3948642,Abancay,PE,-13.6339,-72.8814,73.81,52,96,9.35
455812,Saulkrasti,LV,57.2622,24.4147,23.05,88,91,5.82
6453319,Harstad,NO,68.799,16.5293,27.05,94,100,1.01
336526,Gīdolē,ET,5.65,37.3667,59.85,55,4,2.08
3466165,Cidreira,BR,-30.1811,-50.2056,66.24,82,100,15.52
5994839,Labrador City,CA,52.9463,-66.9114,3.11,78,100,6.91
5866583,Saint Paul Harbor,US,57.79,-152.4072,42.31,87,100,26.46
3354071,Oranjemund,NA,-28.55,16.4333,61.0,86,1,17.36
5110365,Broome,US,42.2506,-75.833,39.24,89,75,10.36
2393947,Grand-Popo,BJ,6.2804,1.8225,82.0,78,0,10.18
2018735,Nyurba,RU,63.2842,118.3319,-51.02,100,66,4.81
1242110,Kalmunai,LK,7.4167,81.8167,77.88,88,90,11.97
1337610,Thinadhoo,MV,0.5333,72.9333,81.25,79,85,5.77
1632334,Pariaman,ID,-0.619,100.12,77.05,89,99,2.66
3394326,Muaná,BR,-1.5283,-49.2167,81.5,77,76,3.0
522260,Nikel,RU,69.4128,30.222,14.18,96,100,5.39
3924877,Pôsto Fiscal Rolim de Moura,BR,-13.0833,-62.2667,79.61,82,98,1.9
5847504,Kailua-Kona,US,19.6406,-155.9956,80.53,75,40,9.22
3421319,Nuuk,GL,64.1835,-51.7216,29.01,80,20,14.97
2177914,Andergrove,AU,-21.0833,149.1833,83.64,78,16,10.25
4034745,Afaahiti,PF,-17.75,-149.2833,84.07,82,77,18.48
3374707,Cova Figueira,CV,14.8905,-24.2934,73.26,73,23,12.73
